section_file	term	status
refs/sections/zshmisc__arithmetic-evaluation.txt	MULTIBYTE	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	FORCE_FLOAT	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	** exponentiation	REFORMATTED
refs/sections/zshmisc__arithmetic-evaluation.txt	bitwise AND	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	bitwise OR	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	bitwise XOR	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	short-circuiting	PRESENT
refs/sections/zshmisc__arithmetic-evaluation.txt	ternary operator	PRESENT
refs/sections/zshmisc__quoting.txt	print builtin	PRESENT
refs/sections/zshmisc__quoting.txt	RC_QUOTES	PRESENT
refs/sections/zshmisc__quoting.txt	single quotes	PRESENT
refs/sections/zshmisc__quoting.txt	double quotes	PRESENT
refs/sections/zshmisc__quoting.txt	command substitution	PRESENT
refs/sections/zshmisc__quoting.txt	histchars	PRESENT
refs/sections/zshmisc__quoting.txt	$histchars	PRESENT
refs/sections/zshparam__array-parameters.txt	KSH_ARRAYS	PRESENT
refs/sections/zshparam__array-parameters.txt	KSH_ZERO_SUBSCRIPT	PRESENT
refs/sections/zshparam__array-parameters.txt	arithmetic expansion	PRESENT
refs/sections/zshparam__array-parameters.txt	subscript	PRESENT
refs/sections/zshparam__array-parameters.txt	associative array	PRESENT
refs/sections/zshparam__array-parameters.txt	Array Subscripts	PRESENT
refs/sections/zshparam__array-parameters.txt	zshexpn	PRESENT
refs/sections/zshparam__array-parameters.txt	GLOB_SUBST	PRESENT
refs/sections/zshparam__array-parameters.txt	parameter expansion	PRESENT
refs/sections/zshparam__array-parameters.txt	Array Element Assignment	PRESENT
refs/sections/zshexpn__history-expansion.txt	histchars	PRESENT
refs/sections/zshexpn__history-expansion.txt	HISTSIZE	PRESENT
refs/sections/zshexpn__history-expansion.txt	CSH_JUNKIE_HISTORY	PRESENT
refs/sections/zshexpn__history-expansion.txt	Event Designators	PRESENT
refs/sections/zshexpn__history-expansion.txt	Word Designators	PRESENT
refs/sections/zshexpn__history-expansion.txt	Modifiers	PRESENT
refs/sections/zshexpn__history-expansion.txt	HIST_SUBST_PATTERN	PRESENT
refs/sections/zshexpn__history-expansion.txt	EXTENDED_GLOB	PRESENT
refs/sections/zshexpn__history-expansion.txt	FILENAME GENERATION	PRESENT
refs/sections/zshexpn__history-expansion.txt	history expansion	PRESENT
refs/sections/zshmisc__functions.txt	function	PRESENT
refs/sections/zshmisc__functions.txt	reserved word	PRESENT
refs/sections/zshmisc__functions.txt	functions builtin	PRESENT
refs/sections/zshmisc__functions.txt	unfunction builtin	PRESENT
refs/sections/zshmisc__functions.txt	Command Execution	PRESENT
refs/sections/zshmisc__functions.txt	trap	PRESENT
refs/sections/zshmisc__functions.txt	EXIT	PRESENT
refs/sections/zshmisc__functions.txt	positional parameters	PRESENT
refs/sections/zshmisc__functions.txt	return builtin	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	ARGC	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	HISTCMD	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	LINENO	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	PPID	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	typeset	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	zsh_eval_context	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	ZSH_EVAL_CONTEXT	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	ZSH_SUBSHELL	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	pipestatus	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	FUNCTION_ARGZERO	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	POSIX_ARGZERO	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	TRY_BLOCK_ERROR	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	TRY_BLOCK_INTERRUPT	PRESENT
refs/sections/zshparam__parameters-set-by-the-shell.txt	KSH_AUTOLOAD	PRESENT
refs/sections/zshmisc__complex-commands.txt	if	PRESENT
refs/sections/zshmisc__complex-commands.txt	elif	PRESENT
refs/sections/zshmisc__complex-commands.txt	for	PRESENT
refs/sections/zshmisc__complex-commands.txt	while	PRESENT
refs/sections/zshmisc__complex-commands.txt	until	PRESENT
refs/sections/zshmisc__complex-commands.txt	repeat	PRESENT
refs/sections/zshmisc__complex-commands.txt	case	PRESENT
refs/sections/zshmisc__complex-commands.txt	select	PRESENT
refs/sections/zshmisc__complex-commands.txt	function	PRESENT
refs/sections/zshmisc__complex-commands.txt	trap	PRESENT
refs/sections/zshmisc__complex-commands.txt	time	PRESENT
refs/sections/zshmisc__complex-commands.txt	[[ exp ]]	PRESENT
refs/sections/zshmisc__complex-commands.txt	TIMEFMT	PRESENT
refs/sections/zshmisc__complex-commands.txt	POSIXTRAPS	PRESENT
refs/sections/zshmisc__complex-commands.txt	SH_GLOB	PRESENT
refs/sections/zshmisc__complex-commands.txt	TRY_BLOCK_ERROR	PRESENT
refs/sections/zshmisc__complex-commands.txt	pipeline	PRESENT
refs/sections/zshmisc__complex-commands.txt	subshell	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-a	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-f	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-d	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-e	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-v	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-n	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-z	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	-o	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	EXTENDED_GLOB	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	RE_MATCH_PCRE	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	BASH_REMATCH	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	MATCH	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	MBEGIN	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	MEND	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	KSH_ARRAYS	PRESENT
refs/sections/zshmisc__conditional-expressions.txt	zshexpn	PRESENT
refs/sections/zshmisc__aliasing.txt	alias	PRESENT
refs/sections/zshmisc__aliasing.txt	unalias	PRESENT
refs/sections/zshmisc__aliasing.txt	ALIAS_FUNC_DEF	PRESENT
refs/sections/zshmisc__aliasing.txt	POSIX_ALIASES	PRESENT
refs/sections/zshmisc__aliasing.txt	word	PRESENT
refs/sections/zshmisc__aliasing.txt	command position	PRESENT
refs/sections/zshmisc__aliasing.txt	global aliasing	PRESENT
refs/sections/zshmisc__aliasing.txt	history expansion	PRESENT
refs/sections/zshmisc__aliasing.txt	reserved word	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	PS2	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	PS4	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	XTRACE	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	HOME	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	tty	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	USERNAME	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	SHLVL	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	POSIX.1e	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	zshexpn	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	zshzle	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	fg	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	zle_highlight	PRESENT
refs/sections/zshmisc__simple-prompt-escapes.txt	strftime	PRESENT
refs/sections/zshmisc__special-functions.txt	chpwd_functions	PRESENT
refs/sections/zshmisc__special-functions.txt	periodic_functions	PRESENT
refs/sections/zshmisc__special-functions.txt	PERIOD	PRESENT
refs/sections/zshmisc__special-functions.txt	HISTFILE	PRESENT
refs/sections/zshmisc__special-functions.txt	INC_APPEND_HISTORY	PRESENT
refs/sections/zshmisc__special-functions.txt	SHARE_HISTORY	PRESENT
refs/sections/zshmisc__special-functions.txt	fc	PRESENT
refs/sections/zshmisc__special-functions.txt	DEBUG_BEFORE_CMD	PRESENT
refs/sections/zshmisc__special-functions.txt	SIGERR	PRESENT
refs/sections/zshmisc__special-functions.txt	TRAPEXIT	PRESENT
refs/sections/zshmisc__special-functions.txt	TRAPZERR	PRESENT
refs/sections/zshmisc__special-functions.txt	TRAPERR	PRESENT
refs/sections/zshmisc__special-functions.txt	TRAPINT	PRESENT
refs/sections/zshmisc__special-functions.txt	TRAPDEBUG	PRESENT
refs/sections/zshmisc__special-functions.txt	zshexit	PRESENT
refs/sections/zshmisc__special-functions.txt	preexec	PRESENT
refs/sections/zshmisc__special-functions.txt	precmd	PRESENT
refs/sections/zshmisc__special-functions.txt	zshaddhistory	PRESENT
refs/sections/zshexpn__filename-expansion.txt	HOME	PRESENT
refs/sections/zshexpn__filename-expansion.txt	PUSHD_MINUS	PRESENT
refs/sections/zshexpn__filename-expansion.txt	zsh_directory_name	PRESENT
refs/sections/zshexpn__filename-expansion.txt	zsh_directory_name_functions	PRESENT
refs/sections/zshexpn__filename-expansion.txt	NOMATCH	PRESENT
refs/sections/zshexpn__filename-expansion.txt	EQUALS	PRESENT
refs/sections/zshexpn__filename-expansion.txt	MAGIC_EQUAL_SUBST	PRESENT
refs/sections/zshexpn__filename-expansion.txt	reply	PRESENT
refs/sections/zshexpn__filename-expansion.txt	extendedglob	PRESENT
refs/sections/zshexpn__filename-expansion.txt	match	PRESENT
refs/sections/zshexpn__filename-expansion.txt	mbegin	PRESENT
refs/sections/zshexpn__filename-expansion.txt	mend	PRESENT
refs/sections/zshexpn__filename-expansion.txt	zshcompsys	PRESENT
refs/sections/zshexpn__filename-expansion.txt	typeset	PRESENT
refs/sections/zshexpn__filename-expansion.txt	emulate	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	psvar	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	SHLVL	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	RPROMPT	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	SECONDS	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	truncation	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	ternary	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	exit status	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	shell constructs	PRESENT
refs/sections/zshmisc__conditional-substrings-in-prompts.txt	margin	PRESENT
refs/sections/zshexpn__process-substitution.txt	MULTIOS	PRESENT
refs/sections/zshexpn__process-substitution.txt	/dev/fd	PRESENT
refs/sections/zshexpn__process-substitution.txt	FIFOs	PRESENT
refs/sections/zshexpn__process-substitution.txt	named pipes	PRESENT
refs/sections/zshexpn__process-substitution.txt	lseek	PRESENT
refs/sections/zshexpn__process-substitution.txt	here-string	PRESENT
refs/sections/zshexpn__process-substitution.txt	<<<	PRESENT
refs/sections/zshexpn__process-substitution.txt	setuid	PRESENT
refs/sections/zshexpn__process-substitution.txt	here-string redirection	PRESENT
refs/sections/zshmisc__multios.txt	MULTIOS	PRESENT
refs/sections/zshmisc__multios.txt	tee	PRESENT
refs/sections/zshmisc__multios.txt	globbing	PRESENT
refs/sections/zshmisc__multios.txt	file descriptor	PRESENT
refs/sections/zshmisc__multios.txt	redirection	PRESENT
refs/sections/zshmisc__multios.txt	filename generation	PRESENT
refs/sections/zshmisc__multios.txt	redirection operator	PRESENT
refs/sections/zshmisc__multios.txt	>&1	PRESENT
refs/sections/zshmisc__multios.txt	>&$myfd	PRESENT
refs/sections/zshmisc__comments.txt	INTERACTIVE_COMMENTS	PRESENT
refs/sections/zshmisc__comments.txt	histchars	PRESENT
refs/sections/zshmisc__comments.txt	non-interactive shells	PRESENT
refs/sections/zshmisc__redirection.txt	file descriptor	PRESENT
refs/sections/zshmisc__redirection.txt	standard input	PRESENT
refs/sections/zshmisc__redirection.txt	standard output	PRESENT
refs/sections/zshmisc__redirection.txt	expansion	PRESENT
refs/sections/zshmisc__redirection.txt	here-document	PRESENT
refs/sections/zshmisc__redirection.txt	here-string	PRESENT
refs/sections/zshmisc__redirection.txt	coprocess	PRESENT
refs/sections/zshmisc__redirection.txt	multios	PRESENT
refs/sections/zshmisc__redirection.txt	process substitution	PRESENT
refs/sections/zshmisc__redirection.txt	CLOBBER	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	autoload	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	fpath	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	zcompile	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	function	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	KSH_AUTOLOAD	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	.zwc	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	undefined	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	precompiled	PRESENT
refs/sections/zshmisc__autoloading-functions.txt	autoload -X	PRESENT
refs/sections/zshmisc__jobs.txt	MONITOR	PRESENT
refs/sections/zshmisc__jobs.txt	job	PRESENT
refs/sections/zshmisc__jobs.txt	pipeline	PRESENT
refs/sections/zshmisc__jobs.txt	job control	PRESENT
refs/sections/zshmisc__jobs.txt	TSTP signal	PRESENT
refs/sections/zshmisc__jobs.txt	suspend	PRESENT
refs/sections/zshmisc__jobs.txt	foreground	PRESENT
refs/sections/zshmisc__jobs.txt	background	PRESENT
refs/sections/zshmisc__jobs.txt	disown	PRESENT
refs/sections/zshmisc__jobs.txt	NOTIFY	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	parameter assignments	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	redirection	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	simple command	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	pipeline	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	coproc	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	coprocess	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	sublist	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	exit status	PRESENT
refs/sections/zshmisc__simple-commands-pipelines.txt	zshparam	PRESENT
refs/sections/zshexpn__brace-expansion.txt	brace expansion	PRESENT
refs/sections/zshexpn__brace-expansion.txt	BRACE_CCL	PRESENT
refs/sections/zshexpn__brace-expansion.txt	filename generation	PRESENT
refs/sections/zshexpn__brace-expansion.txt	globbing	PRESENT
refs/sections/zshexpn__brace-expansion.txt	Parameter Expansion	PRESENT
refs/sections/zshexpn__brace-expansion.txt	array expansion	PRESENT
refs/sections/zshexpn__brace-expansion.txt	${^spec}	PRESENT
refs/sections/zshparam__description.txt	parameter	PRESENT
refs/sections/zshparam__description.txt	variable	PRESENT
refs/sections/zshparam__description.txt	attribute	PRESENT
refs/sections/zshparam__description.txt	scalar	PRESENT
refs/sections/zshparam__description.txt	array	PRESENT
refs/sections/zshparam__description.txt	associative array	PRESENT
refs/sections/zshparam__description.txt	exported	PRESENT
refs/sections/zshparam__description.txt	environment variables	PRESENT
refs/sections/zshparam__description.txt	typeset	PRESENT
refs/sections/zshparam__description.txt	arithmetic evaluation	PRESENT
refs/sections/zshparam__description.txt	GLOB_ASSIGN	PRESENT
refs/sections/zshparam__description.txt	zshexpn	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	file descriptor	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	IGNORE_BRACES	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	redirection	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	parameter	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	readonly	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	CLOBBER	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	exec	PRESENT
refs/sections/zshmisc__opening-file-descriptors-using-parameters.txt	subshells	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	sublist	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	SHORT_LOOPS	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	SHORT_REPEAT	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	complex commands	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	for command	PRESENT
refs/sections/zshmisc__alternate-forms-for-complex-commands.txt	function	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	precommand modifier	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	argv[0]	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	builtin	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	command	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	exec	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	POSIX_BUILTINS	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	noglob	PRESENT
refs/sections/zshmisc__precommand-modifiers.txt	filename generation	PRESENT
refs/sections/zshmisc__errors.txt	CONTINUE_ON_ERROR	PRESENT
refs/sections/zshmisc__errors.txt	RESTRICTED	PRESENT
refs/sections/zshmisc__errors.txt	BAD_PATTERN	PRESENT
refs/sections/zshmisc__errors.txt	NOMATCH	PRESENT
